source:,https://www.sec.gov/cgi-bin/browse-edgar?action=getcurrent,,forms_checked:,53161
number_loans:,1,,total_loan_amount:,1390298467
last_updated:,"2021-01-07 00:07:57"
name,ticker,exchange,cik,sector,industry,market_cap,market_cap_date,accession_number,sec_url,form,sec_filing_date,loan_amount_usd,note,revenue_consensus,full_time_employees,city,state,state_code,zipcode,country_code,metro_area_cbsa,website,summary,returned_loan,return_filing,bank
"AzurRx BioPharma, Inc.",AZRX,NASDAQ,0001604191,"Health Care","Major Pharmaceuticals",29499737,,0000141588920001036,https://www.sec.gov/Archives/edgar/data/1604191/000141588920001036/0001415889-20-001036-index.htm,8-K,2020-04-21,180000,,,10,Brooklyn,"New York",NY,11226,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.azurrx.com,"AzurRx BioPharma, Inc. researches and develops non-systemic biologics for the treatment of patients with gastrointestinal disorders. Its product pipeline consists of therapeutic proteins under development, including MS1819-SD, a yeast derived recombinant lipase for the treatment of exocrine pancreatic insufficiency associated with chronic pancreatitis and cystic fibrosis; and AZX1101, a recombinant b-lactamase enzyme combination of bacterial origin for the prevention of hospital-acquired infections and antibiotic-associated diarrhea, as well as AZX1103, a b-lactamase enzyme combination. The company was incorporated in 2014 and is headquartered in Brooklyn, New York.",FALSE,,Unidentified
"Hepion Pharmaceuticals, Inc.",HEPA,NASDAQ,0001583771,"Health Care","Major Pharmaceuticals",70135085,,0000110465920048184,https://www.sec.gov/Archives/edgar/data/1583771/000110465920048184/0001104659-20-048184-index.htm,8-K,2020-04-17,176585,,,14,Edison,"New Jersey",NJ,08837,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.hepionpharma.com,"Hepion Pharmaceuticals, Inc., a biopharmaceutical company, focuses on the development of pleiotropic drug therapy for the treatment of chronic liver diseases in the United States. It is involved in developing CRV431, a cyclophilin inhibitor that has completed the Phase I clinical trials for multiple biochemical pathways involved in the progression of liver diseases; and TXL, a lipid acyclic nucleoside phosphonate that delivers high intracellular concentrations of the active antiviral agent tenofovir diphosphate for the treatment of Hepatitis B. Hepion Pharmaceuticals, Inc. has a research partnership with Applied Pharmaceutical Innovation. The company was formerly known as ContraVir Pharmaceuticals, Inc. and changed its name to Hepion Pharmaceuticals, Inc. in July 2019. Hepion Pharmaceuticals, Inc. was incorporated in 2013 and is headquartered in Edison, New Jersey.",FALSE,,"JPMorgan Chase Bank"
"Monaker Group, Inc.",MKGI,NASDAQ,0001372183,"Consumer Services","Transportation Services",33061617,,0000158069520000199,https://www.sec.gov/Archives/edgar/data/1372183/000158069520000199/0001580695-20-000199-index.htm,8-K,2020-05-13,176534,,200000,8,Weston,Florida,FL,33331,US,"Miami-Fort Lauderdale-West Palm Beach, FL",http://www.monakergroup.com,"Monaker Group, Inc., operates an online marketplace for the alternative lodging rental (ALR) market worldwide. The company offers ALR products and auxiliary services to property owners and managers, travelers, and other travel/lodging distributors. It provides its products and services through NextTrip.com, NextTrip.biz, Maupintour.com, or EXVG.com. The company was formerly known as Next 1 Interactive, Inc. and changed its name to Monaker Group, Inc. in June 2015. Monaker Group, Inc. was founded in 2002 and is headquartered in Weston, Florida.",FALSE,,"The Commercial Bank"
"Arch Therapeutics, Inc.",ARTH,OTC,0001537561,Healthcare,"Surgical and medical instruments",38230124,,0000110465920051575,https://www.sec.gov/Archives/edgar/data/1537561/000110465920051575/0001104659-20-051575-index.htm,8-K,2020-04-27,176300,,,8,Framingham,Massachusetts,MA,01702,US,"Boston-Cambridge-Newton, MA-NH",http://www.archtherapeutics.com,"Arch Therapeutics, Inc., together with its subsidiaries, operates as a biotechnology company in the United States. The company develops products based on its technology to stop bleeding and control leaking, as well as manages wounds during surgery, trauma, and interventional care. Its primary product candidate is AC5 Devices, a product containing synthetic biocompatible peptides that comprise naturally occurring amino acids to achieve hemostasis in skin wounds and in minimally invasive and open surgical procedures. The company was founded in 2006 and is based in Framingham, Massachusetts.",FALSE,,"First Republic Bank"
"Electronic Systems Technology, Inc.",ELST,OTC,0000752294,Technology,"Electronic Components & Accessories",2473250,,0000105291820000098,https://www.sec.gov/Archives/edgar/data/752294/000105291820000098/0001052918-20-000098-index.htm,8-K,2020-04-27,171712,,,9,Kennewick,Washington,WA,99336,US,"Kennewick-Richland, WA",http://www.esteem.com,"Electronic Systems Technology, Inc., doing business as ESTeem Wireless Modems, designs, develops, manufactures, and markets industrial wireless products and accessories in the United States and internationally. The company's ESTeem industrial wireless products provide communication links between computer networks, network enabled devices, and mobile devices without cables. It also offers data radio products for process automation in commercial, industrial, and government arenas, as well as various accessories to support the ESTeem products, such as antennas, power supplies, and cable assemblies. In addition, the company provides repair and upgrade services; and professional services, such as site survey testing, system start-up, and custom engineering. Its products are used in various applications, including water/wastewater, oil/gas, mining, and industrial automation. The company markets its products through direct sales, sales representatives, and resellers. Electronic Systems Technology, Inc. was founded in 1982 and is based in Kennewick, Washington.",FALSE,,"Bank of America"
"GeoVax Labs, Inc.",GOVX,OTC,0000832489,"Health Care","Major Pharmaceuticals",12880626,,0000143774920008037,https://www.sec.gov/Archives/edgar/data/832489/000143774920008037/0001437749-20-008037-index.htm,8-K,2020-04-20,170200,,333000,6,Smyrna,Georgia,GA,30080,US,"Atlanta-Sandy Springs-Roswell, GA",http://www.geovax.com,"GeoVax Labs, Inc., a clinical-stage biotechnology company, develops human vaccines and immunotherapies against infectious diseases and cancers using modified vaccinia ankara virus-like particle vaccine platform in the United States and internationally. It is developing various preventive vaccines against human immunodeficiency virus (HIV); Zika virus; malaria; and hemorrhagic fever viruses, such as Ebola, Sudan, Marburg, and Lassa, as well as therapeutic vaccines for chronic Hepatitis B infections and cancers. The company has collaboration and partnership agreements with the National Institute of Allergy and Infectious Diseases of the National Institutes of Health; the HIV Vaccines Trial Network; Centers for Disease Control and Prevention; U.S. Army Research Institute of Infectious Disease; U.S. Naval Research Laboratory; Emory University; University of Pittsburgh; Georgia State University Research Foundation; University of Texas Medical Branch; the Institute of Human Virology at the University of Maryland; the Scripps Research Institute; the Burnet Institute; American Gene Technologies, Inc.; Viamune, Inc.; Vaxeal Holding SA; CaroGen Corporation; Virometix AG; U.S. Department of Defense; Geneva Foundation; Enesi Pharma; and Leidos, Inc. GeoVax Labs, Inc. was founded in 2001 and is based in Smyrna, Georgia.",FALSE,,"First American Bank and Trust"
"Cyclo Therapeutics, Inc.",CTDH,OTC,0000922247,Healthcare,"Industrial Organic Chemicals",21961616,,0000143774920009586,https://www.sec.gov/Archives/edgar/data/922247/000143774920009586/0001437749-20-009586-index.htm,8-K,2020-05-06,158524,,,5,Gainesville,Florida,FL,32563,US,"Pensacola-Ferry Pass-Brent, FL",http://www.ctd-holdings.com,"Cyclo Therapeutics, Inc., a biotechnology company, develops cyclodextrin-based products for the treatment of diseases. Its lead drug candidate is Trappsol Cyclo, an orphan drug for the treatment of Niemann-Pick Type C disease. The company also sells cyclodextrins and related products to the pharmaceutical, nutritional, and other industries, primarily for use in diagnostics and specialty drugs. It has a collaboration with the Chattanooga Center for Neurologic Research. The company was formerly known as CTD Holdings, Inc. and changed its name to Cyclo Therapeutics, Inc. in October 2019. Cyclo Therapeutics, Inc. was founded in 1990 and is based in Gainesville, Florida.",FALSE,,BBVA
"C-Bond Systems, Inc.",CBNT,OTC,0001421636,"Basic Materials","Investors, misc",3730960,,0000121390020010915,https://www.sec.gov/Archives/edgar/data/1421636/000121390020010915/0001213900-20-010915-index.htm,8-K,2020-05-04,156200,,320000,8,Houston,Texas,TX,77033,US,"Houston-The Woodlands-Sugar Land, TX",http://www.cbondsystems.com,"C-Bond Systems, Inc. owns, develops, manufactures, and sells patented C-Bond technology in the United Sates. Its products include C-Bond NanoShield, a patented nanotechnology windshield glass strengthening and hydrophobic all-in-one performance system to enhance windshield safety and performance; C-Bond I, a patented non-toxic water-based nanotechnology solution to enhance glasses and properties of window film-to-glass products; and C-Bond BRS, a patented nanotechnology ballistic resistant film system that enhances the structural integrity of glass. The company serves primarily to glass industry. C-Bond Systems, Inc. was founded in 2013 and is headquartered in Houston, Texas.",FALSE,,"Comerica Bank"
"Medtainer, Inc.",MDTR,OTC,0001096950,"Consumer Cyclical","Miscellaneous Plastics Products",4710000,,0000172186820000241,https://www.sec.gov/Archives/edgar/data/1096950/000172186820000241/0001721868-20-000241-index.htm,8-K,2020-05-26,137690,,,18,Corona,California,CA,92880,US,"Riverside-San Bernardino-Ontario, CA",http://www.medtainerinc.com,"Medtainer, Inc., through its subsidiaries, designs, manufactures, brands, and sells proprietary plastic medical grade containers in the United States. The company offers Medtainer containers that store pharmaceuticals, herbs and herbal remedies, medicines, coffees and teas, and other solids and liquids, as well as wines and liquors, and food products. It also provides private labeling and branding services for purchasers of containers and other products. In addition, the company sells and distributes humidity control inserts, hydroponic grow towers, smell-proof (exit) bags, lighters, and other durable goods. It markets its products directly to end users, as well as wholesalers and other businesses; and through Internet to retail public. The company was formerly known as Acology, Inc. and changed its name to Medtainer, Inc. in August 2018. Medtainer, Inc. was incorporated in 1997 and is headquartered in Corona, California.",FALSE,,"Customers Bank"
"ABCO Energy, Inc.",ABCE,OTC,0001300938,Technology,"Construction - Special Trade Contractors",28526,,0000118518520000562,https://www.sec.gov/Archives/edgar/data/1300938/000118518520000562/0001185185-20-000562-index.htm,8-K,2020-05-07,124099,,,25,Tucson,Arizona,AZ,85712,US,"Tucson, AZ",http://www.abcoenergy.com,"ABCO Energy Inc., together with its subsidiary, operates as an electrical product and services supplier in the United States. The company sells and installs solar photovoltaic electric systems that allow customers to produce power on their residence or business property. It also sells and installs energy efficient lighting products, solar powered street lights, and lighting accessories to residential and commercial customers. In addition, the company offers solar leasing and long term financing programs to its customers, and other marketing and installation organizations. ABCO Energy, Inc. was founded in 2004 and is based in Tucson, Arizona.",FALSE,,"Bank of America"
